ENSDARG00000075089	ENSDARG00000026313
ENSDARG00000069381	ENSDARG00000086956
ENSDARG00000079895	ENSDARG00000057353
ENSDARG00000043128	ENSDARG00000009544
ENSDARG00000032856	ENSDARG00000012449
ENSDARG00000057586	ENSDARG00000079613
ENSDARG00000042988	ENSDARG00000063158
ENSDARG00000075379	ENSDARG00000074260
ENSDARG00000088148	ENSDARG00000053650
ENSDARG00000007943	ENSDARG00000054344
ENSDARG00000035683	ENSDARG00000010385
ENSDARG00000093027	ENSDARG00000071892
ENSDARG00000092332	ENSDARG00000052746
ENSDARG00000061070	ENSDARG00000077844
ENSDARG00000095866	ENSDARG00000019357
ENSDARG00000028721	ENSDARG00000000857
ENSDARG00000067848	ENSDARG00000078945
ENSDARG00000094589	ENSDARG00000075760
ENSDARG00000025943	ENSDARG00000042992
ENSDARG00000088276	ENSDARG00000074491
ENSDARG00000074589	ENSDARG00000077040
ENSDARG00000058719	ENSDARG00000091821
ENSDARG00000060303	ENSDARG00000063133
ENSDARG00000077468	ENSDARG00000079075
ENSDARG00000034203	ENSDARG00000088259
ENSDARG00000075054	ENSDARG00000002816
ENSDARG00000077562	ENSDARG00000080015
ENSDARG00000013966	ENSDARG00000019398
ENSDARG00000056623	ENSDARG00000071018
ENSDARG00000056014	ENSDARG00000038532
ENSDARG00000008807	ENSDARG00000052129
ENSDARG00000051778	ENSDARG00000095115
ENSDARG00000025728	ENSDARG00000027828
ENSDARG00000000241	ENSDARG00000056750
ENSDARG00000027957	ENSDARG00000062542
ENSDARG00000089560	ENSDARG00000094080
ENSDARG00000070289	ENSDARG00000079909
ENSDARG00000055206	ENSDARG00000055115
ENSDARG00000055300	ENSDARG00000056268
ENSDARG00000059036	ENSDARG00000055543
ENSDARG00000053015	ENSDARG00000089972
ENSDARG00000056065	ENSDARG00000015829
ENSDARG00000090674	ENSDARG00000041304
ENSDARG00000078941	ENSDARG00000094610
ENSDARG00000037174	ENSDARG00000043770
ENSDARG00000070925	ENSDARG00000086669
ENSDARG00000089719	ENSDARG00000091066
ENSDARG00000022768	ENSDARG00000037589
ENSDARG00000028159	ENSDARG00000087397
ENSDARG00000087707	ENSDARG00000075128
ENSDARG00000094370	ENSDARG00000089478
ENSDARG00000019365	ENSDARG00000036832
ENSDARG00000019365	ENSDARG00000036830
ENSDARG00000059886	ENSDARG00000078578
ENSDARG00000019365	ENSDARG00000036834
ENSDARG00000060900	ENSDARG00000062231
ENSDARG00000020103	ENSDARG00000043276
ENSDARG00000027500	ENSDARG00000034189
ENSDARG00000078690	ENSDARG00000039684
ENSDARG00000043133	ENSDARG00000087096
ENSDARG00000078588	ENSDARG00000094071
ENSDARG00000002190	ENSDARG00000068683
ENSDARG00000076461	ENSDARG00000079640
ENSDARG00000060004	ENSDARG00000027589
ENSDARG00000006891	ENSDARG00000029511
ENSDARG00000040594	ENSDARG00000038532
ENSDARG00000043280	ENSDARG00000093893
ENSDARG00000019335	ENSDARG00000007097
ENSDARG00000062942	ENSDARG00000017108
ENSDARG00000089165	ENSDARG00000016460
ENSDARG00000068659	ENSDARG00000086383
ENSDARG00000046122	ENSDARG00000054645
ENSDARG00000017067	ENSDARG00000003973
ENSDARG00000077255	ENSDARG00000077162
ENSDARG00000070672	ENSDARG00000062873
ENSDARG00000005879	ENSDARG00000056122
ENSDARG00000008887	ENSDARG00000042854
ENSDARG00000058207	ENSDARG00000014875
ENSDARG00000028066	ENSDARG00000009372
ENSDARG00000035367	ENSDARG00000015964
ENSDARG00000090513	ENSDARG00000075128
ENSDARG00000077938	ENSDARG00000079898
ENSDARG00000056294	ENSDARG00000031618
ENSDARG00000079770	ENSDARG00000078400
ENSDARG00000074361	ENSDARG00000079293
ENSDARG00000086870	ENSDARG00000091708
ENSDARG00000092731	ENSDARG00000001470
ENSDARG00000074502	ENSDARG00000076477
ENSDARG00000087002	ENSDARG00000025600
ENSDARG00000013780	ENSDARG00000061282
ENSDARG00000057460	ENSDARG00000008219
ENSDARG00000039547	ENSDARG00000088028
ENSDARG00000092784	ENSDARG00000053192
ENSDARG00000016783	ENSDARG00000013729
ENSDARG00000030104	ENSDARG00000020000
ENSDARG00000038786	ENSDARG00000019969
ENSDARG00000091854	ENSDARG00000041030
ENSDARG00000092434	ENSDARG00000093041
ENSDARG00000069626	ENSDARG00000007787
ENSDARG00000077459	ENSDARG00000075986
ENSDARG00000059333	ENSDARG00000031658
ENSDARG00000019417	ENSDARG00000044676
ENSDARG00000092434	ENSDARG00000086022
ENSDARG00000051814	ENSDARG00000020871
ENSDARG00000005915	ENSDARG00000052383
ENSDARG00000091469	ENSDARG00000086742
ENSDARG00000027285	ENSDARG00000027940
ENSDARG00000091854	ENSDARG00000041005
ENSDARG00000062608	ENSDARG00000090614
ENSDARG00000091854	ENSDARG00000041003
ENSDARG00000032606	ENSDARG00000014233
ENSDARG00000039150	ENSDARG00000090131
ENSDARG00000077850	ENSDARG00000044001
ENSDARG00000034930	ENSDARG00000057792
ENSDARG00000094744	ENSDARG00000075482
ENSDARG00000077096	ENSDARG00000091008
ENSDARG00000012671	ENSDARG00000024759
ENSDARG00000074287	ENSDARG00000018976
ENSDARG00000052630	ENSDARG00000069767
ENSDARG00000068659	ENSDARG00000003090
ENSDARG00000052223	ENSDARG00000059257
ENSDARG00000031345	ENSDARG00000052903
ENSDARG00000043493	ENSDARG00000090716
ENSDARG00000043442	ENSDARG00000030094
ENSDARG00000090309	ENSDARG00000086797
ENSDARG00000087002	ENSDARG00000041005
ENSDARG00000087002	ENSDARG00000041003
ENSDARG00000093195	ENSDARG00000091265
ENSDARG00000019728	ENSDARG00000045097
ENSDARG00000038624	ENSDARG00000040601
ENSDARG00000025340	ENSDARG00000052875
ENSDARG00000073931	ENSDARG00000079886
ENSDARG00000056014	ENSDARG00000073780
ENSDARG00000051736	ENSDARG00000075220
ENSDARG00000090686	ENSDARG00000069745
ENSDARG00000087214	ENSDARG00000061829
ENSDARG00000092523	ENSDARG00000022229
ENSDARG00000006399	ENSDARG00000017014
ENSDARG00000076129	ENSDARG00000089405
ENSDARG00000086591	ENSDARG00000088291
ENSDARG00000045811	ENSDARG00000045483
ENSDARG00000044976	ENSDARG00000090268
ENSDARG00000075016	ENSDARG00000042780
ENSDARG00000037925	ENSDARG00000045156
ENSDARG00000043953	ENSDARG00000078190
ENSDARG00000070950	ENSDARG00000041947
ENSDARG00000051732	ENSDARG00000091205
ENSDARG00000093123	ENSDARG00000088136
ENSDARG00000062478	ENSDARG00000058179
ENSDARG00000086851	ENSDARG00000056961
ENSDARG00000075710	ENSDARG00000033824
ENSDARG00000090938	ENSDARG00000068745
ENSDARG00000073805	ENSDARG00000034270
ENSDARG00000041693	ENSDARG00000040601
ENSDARG00000019990	ENSDARG00000033411
ENSDARG00000070456	ENSDARG00000086033
ENSDARG00000014246	ENSDARG00000021389
ENSDARG00000052263	ENSDARG00000029663
ENSDARG00000074213	ENSDARG00000059654
ENSDARG00000010194	ENSDARG00000017439
ENSDARG00000095482	ENSDARG00000028786
ENSDARG00000089039	ENSDARG00000091066
ENSDARG00000017653	ENSDARG00000007265
ENSDARG00000037576	ENSDARG00000090669
ENSDARG00000069878	ENSDARG00000023299
ENSDARG00000070286	ENSDARG00000075220
ENSDARG00000039429	ENSDARG00000095947
ENSDARG00000058462	ENSDARG00000058371
ENSDARG00000056000	ENSDARG00000022229
ENSDARG00000079219	ENSDARG00000091745
ENSDARG00000015538	ENSDARG00000015572
ENSDARG00000090299	ENSDARG00000077200
ENSDARG00000038069	ENSDARG00000036619
ENSDARG00000074655	ENSDARG00000079561
ENSDARG00000017235	ENSDARG00000056186
ENSDARG00000075320	ENSDARG00000070874
ENSDARG00000076777	ENSDARG00000076707
ENSDARG00000091854	ENSDARG00000004598
ENSDARG00000059418	ENSDARG00000002020
ENSDARG00000077039	ENSDARG00000076639
ENSDARG00000062087	ENSDARG00000020427
ENSDARG00000079095	ENSDARG00000070100
ENSDARG00000070286	ENSDARG00000087451
ENSDARG00000040594	ENSDARG00000033266
ENSDARG00000014794	ENSDARG00000071691
ENSDARG00000090970	ENSDARG00000045265
ENSDARG00000056014	ENSDARG00000022229
ENSDARG00000024564	ENSDARG00000075766
ENSDARG00000056427	ENSDARG00000020946
ENSDARG00000032653	ENSDARG00000078118
ENSDARG00000068660	ENSDARG00000041024
ENSDARG00000091778	ENSDARG00000038232
ENSDARG00000094661	ENSDARG00000095512
ENSDARG00000001572	ENSDARG00000030394
ENSDARG00000039462	ENSDARG00000076163
ENSDARG00000051732	ENSDARG00000076507
ENSDARG00000051734	ENSDARG00000086546
ENSDARG00000090977	ENSDARG00000071012
ENSDARG00000005350	ENSDARG00000016348
ENSDARG00000001782	ENSDARG00000059125
ENSDARG00000068928	ENSDARG00000086233
ENSDARG00000068928	ENSDARG00000086546
ENSDARG00000008030	ENSDARG00000038123
ENSDARG00000093215	ENSDARG00000087121
ENSDARG00000091924	ENSDARG00000090748
ENSDARG00000054420	ENSDARG00000007480
ENSDARG00000032155	ENSDARG00000043250
ENSDARG00000086304	ENSDARG00000088686
ENSDARG00000074325	ENSDARG00000088462
ENSDARG00000092242	ENSDARG00000028786
ENSDARG00000061818	ENSDARG00000040911
ENSDARG00000086604	ENSDARG00000087235
ENSDARG00000078468	ENSDARG00000079420
ENSDARG00000056791	ENSDARG00000070439
ENSDARG00000074937	ENSDARG00000086233
ENSDARG00000092768	ENSDARG00000069261
ENSDARG00000008095	ENSDARG00000022229
ENSDARG00000025206	ENSDARG00000014169
ENSDARG00000076128	ENSDARG00000012094
ENSDARG00000089610	ENSDARG00000089550
ENSDARG00000007179	ENSDARG00000058853
ENSDARG00000015803	ENSDARG00000052818
ENSDARG00000094589	ENSDARG00000090083
ENSDARG00000043128	ENSDARG00000009215
ENSDARG00000063218	ENSDARG00000089641
ENSDARG00000087951	ENSDARG00000075760
ENSDARG00000058656	ENSDARG00000005221
ENSDARG00000074907	ENSDARG00000089174
ENSDARG00000062610	ENSDARG00000074738
ENSDARG00000077854	ENSDARG00000089195
ENSDARG00000029432	ENSDARG00000036082
ENSDARG00000086785	ENSDARG00000070536
ENSDARG00000055565	ENSDARG00000079906
ENSDARG00000034785	ENSDARG00000010132
ENSDARG00000051732	ENSDARG00000094931
ENSDARG00000093027	ENSDARG00000077867
ENSDARG00000089044	ENSDARG00000086614
ENSDARG00000069246	ENSDARG00000057410
ENSDARG00000074348	ENSDARG00000058941
ENSDARG00000059850	ENSDARG00000075909
ENSDARG00000058299	ENSDARG00000016460
ENSDARG00000062402	ENSDARG00000069473
ENSDARG00000052402	ENSDARG00000057863
ENSDARG00000058733	ENSDARG00000058815
ENSDARG00000062997	ENSDARG00000077421
ENSDARG00000042993	ENSDARG00000052517
ENSDARG00000091990	ENSDARG00000022229
ENSDARG00000045444	ENSDARG00000038569
ENSDARG00000076777	ENSDARG00000079640
ENSDARG00000038576	ENSDARG00000029107
ENSDARG00000007245	ENSDARG00000002546
ENSDARG00000090182	ENSDARG00000076507
ENSDARG00000051726	ENSDARG00000091066
ENSDARG00000070951	ENSDARG00000028335
ENSDARG00000077539	ENSDARG00000077343
ENSDARG00000041776	ENSDARG00000088391
ENSDARG00000087002	ENSDARG00000088846
ENSDARG00000004721	ENSDARG00000006272
ENSDARG00000011283	ENSDARG00000005257
ENSDARG00000001437	ENSDARG00000007412
ENSDARG00000038918	ENSDARG00000071640
ENSDARG00000038321	ENSDARG00000088989
ENSDARG00000078762	ENSDARG00000027131
ENSDARG00000043673	ENSDARG00000089545
ENSDARG00000006491	ENSDARG00000016048
ENSDARG00000029803	ENSDARG00000033684
ENSDARG00000052435	ENSDARG00000008372
ENSDARG00000035214	ENSDARG00000033266
ENSDARG00000067992	ENSDARG00000041998
ENSDARG00000039429	ENSDARG00000018258
ENSDARG00000062502	ENSDARG00000042737
ENSDARG00000030824	ENSDARG00000078964
ENSDARG00000092933	ENSDARG00000070329
ENSDARG00000019405	ENSDARG00000062880
ENSDARG00000069302	ENSDARG00000000837
ENSDARG00000039750	ENSDARG00000043394
ENSDARG00000005828	ENSDARG00000020814
ENSDARG00000061873	ENSDARG00000027697
ENSDARG00000056740	ENSDARG00000008191
ENSDARG00000058835	ENSDARG00000086520
ENSDARG00000059276	ENSDARG00000070338
ENSDARG00000014556	ENSDARG00000095830
ENSDARG00000002411	ENSDARG00000013221
ENSDARG00000076381	ENSDARG00000080000
ENSDARG00000076777	ENSDARG00000078190
ENSDARG00000010906	ENSDARG00000057484
ENSDARG00000058058	ENSDARG00000094132
ENSDARG00000076129	ENSDARG00000091265
ENSDARG00000088475	ENSDARG00000071892
ENSDARG00000057933	ENSDARG00000037837
ENSDARG00000092813	ENSDARG00000075676
ENSDARG00000044954	ENSDARG00000039528
ENSDARG00000095254	ENSDARG00000011701
ENSDARG00000040039	ENSDARG00000090156
ENSDARG00000086604	ENSDARG00000086552
ENSDARG00000033088	ENSDARG00000021556
ENSDARG00000057519	ENSDARG00000095637
ENSDARG00000016439	ENSDARG00000041874
ENSDARG00000027687	ENSDARG00000069674
ENSDARG00000068928	ENSDARG00000093071
ENSDARG00000095381	ENSDARG00000079170
ENSDARG00000078707	ENSDARG00000070442
ENSDARG00000086371	ENSDARG00000059295
ENSDARG00000051736	ENSDARG00000088291
ENSDARG00000057718	ENSDARG00000071779
ENSDARG00000042623	ENSDARG00000024602
ENSDARG00000051778	ENSDARG00000075216
ENSDARG00000086304	ENSDARG00000094931
ENSDARG00000094183	ENSDARG00000088989
ENSDARG00000073763	ENSDARG00000040601
ENSDARG00000093215	ENSDARG00000088669
ENSDARG00000023189	ENSDARG00000076897
ENSDARG00000070254	ENSDARG00000094610
ENSDARG00000088828	ENSDARG00000024212
ENSDARG00000090279	ENSDARG00000086383
ENSDARG00000053738	ENSDARG00000054921
ENSDARG00000013295	ENSDARG00000037861
ENSDARG00000087002	ENSDARG00000094080
ENSDARG00000078733	ENSDARG00000061195
ENSDARG00000095744	ENSDARG00000011701
ENSDARG00000060034	ENSDARG00000079878
ENSDARG00000016116	ENSDARG00000069196
ENSDARG00000017710	ENSDARG00000011239
ENSDARG00000060912	ENSDARG00000074860
ENSDARG00000036942	ENSDARG00000040024
ENSDARG00000040535	ENSDARG00000089233
ENSDARG00000042107	ENSDARG00000068242
ENSDARG00000095117	ENSDARG00000058263
ENSDARG00000051770	ENSDARG00000091205
ENSDARG00000089562	ENSDARG00000088587
ENSDARG00000062608	ENSDARG00000089195
ENSDARG00000043548	ENSDARG00000088145
ENSDARG00000087002	ENSDARG00000041024
ENSDARG00000056154	ENSDARG00000027697
ENSDARG00000062156	ENSDARG00000071095
ENSDARG00000076107	ENSDARG00000090614
ENSDARG00000068928	ENSDARG00000094931
ENSDARG00000068369	ENSDARG00000024030
ENSDARG00000094735	ENSDARG00000038532
ENSDARG00000088475	ENSDARG00000077343
ENSDARG00000090537	ENSDARG00000056976
ENSDARG00000091924	ENSDARG00000088669
ENSDARG00000040705	ENSDARG00000062812
ENSDARG00000061249	ENSDARG00000076821
ENSDARG00000056009	ENSDARG00000073780
ENSDARG00000040838	ENSDARG00000041592
ENSDARG00000043953	ENSDARG00000074738
ENSDARG00000078755	ENSDARG00000079671
ENSDARG00000087188	ENSDARG00000094965
ENSDARG00000069625	ENSDARG00000004109
ENSDARG00000086319	ENSDARG00000079822
ENSDARG00000045695	ENSDARG00000007241
ENSDARG00000056133	ENSDARG00000043317
ENSDARG00000079372	ENSDARG00000095134
ENSDARG00000093123	ENSDARG00000086619
ENSDARG00000062693	ENSDARG00000043746
ENSDARG00000063079	ENSDARG00000059888
ENSDARG00000007136	ENSDARG00000019160
ENSDARG00000051775	ENSDARG00000076507
ENSDARG00000040594	ENSDARG00000022229
ENSDARG00000078951	ENSDARG00000037682
ENSDARG00000005377	ENSDARG00000058937
ENSDARG00000013087	ENSDARG00000010052
ENSDARG00000031200	ENSDARG00000059083
ENSDARG00000018971	ENSDARG00000004396
ENSDARG00000001803	ENSDARG00000010296
ENSDARG00000055920	ENSDARG00000033266
ENSDARG00000011283	ENSDARG00000091944
ENSDARG00000069622	ENSDARG00000039257
ENSDARG00000079372	ENSDARG00000041119
ENSDARG00000043997	ENSDARG00000068283
ENSDARG00000052881	ENSDARG00000004187
ENSDARG00000074826	ENSDARG00000077427
ENSDARG00000090773	ENSDARG00000003068
ENSDARG00000071658	ENSDARG00000067626
ENSDARG00000069717	ENSDARG00000069748
ENSDARG00000042561	ENSDARG00000042338
ENSDARG00000075942	ENSDARG00000079622
ENSDARG00000002285	ENSDARG00000058848
ENSDARG00000094496	ENSDARG00000056075
ENSDARG00000092434	ENSDARG00000087362
ENSDARG00000074585	ENSDARG00000074724
ENSDARG00000025648	ENSDARG00000016058
ENSDARG00000092031	ENSDARG00000056798
ENSDARG00000091023	ENSDARG00000059582
ENSDARG00000030270	ENSDARG00000068457
ENSDARG00000036545	ENSDARG00000053315
ENSDARG00000090299	ENSDARG00000090083
ENSDARG00000057678	ENSDARG00000035521
ENSDARG00000036787	ENSDARG00000033446
ENSDARG00000078941	ENSDARG00000079909
ENSDARG00000078951	ENSDARG00000078400
ENSDARG00000088157	ENSDARG00000054766
ENSDARG00000004049	ENSDARG00000008803
ENSDARG00000090279	ENSDARG00000075128
ENSDARG00000035683	ENSDARG00000019651
ENSDARG00000090086	ENSDARG00000041878
ENSDARG00000037946	ENSDARG00000018744
ENSDARG00000074126	ENSDARG00000062757
ENSDARG00000051729	ENSDARG00000076297
ENSDARG00000002794	ENSDARG00000043905
ENSDARG00000093258	ENSDARG00000078774
ENSDARG00000069428	ENSDARG00000004926
ENSDARG00000079235	ENSDARG00000062040
ENSDARG00000087954	ENSDARG00000074849
ENSDARG00000006275	ENSDARG00000004702
ENSDARG00000036685	ENSDARG00000036510
ENSDARG00000040990	ENSDARG00000093835
ENSDARG00000030914	ENSDARG00000042379
ENSDARG00000091956	ENSDARG00000045147
ENSDARG00000004074	ENSDARG00000036569
ENSDARG00000062608	ENSDARG00000078940
ENSDARG00000077383	ENSDARG00000002632
ENSDARG00000091924	ENSDARG00000087724
ENSDARG00000073665	ENSDARG00000035535
ENSDARG00000071420	ENSDARG00000074491
ENSDARG00000041660	ENSDARG00000037159
ENSDARG00000051770	ENSDARG00000091051
ENSDARG00000054202	ENSDARG00000070813
ENSDARG00000074510	ENSDARG00000054921
ENSDARG00000074089	ENSDARG00000095637
ENSDARG00000035952	ENSDARG00000037359
ENSDARG00000077708	ENSDARG00000074842
ENSDARG00000058222	ENSDARG00000076872
ENSDARG00000086304	ENSDARG00000087451
ENSDARG00000042815	ENSDARG00000091073
ENSDARG00000019920	ENSDARG00000044059
ENSDARG00000028657	ENSDARG00000069261
ENSDARG00000074639	ENSDARG00000061848
ENSDARG00000094796	ENSDARG00000056379
ENSDARG00000090513	ENSDARG00000025658
ENSDARG00000092731	ENSDARG00000069471
ENSDARG00000068549	ENSDARG00000038532
ENSDARG00000089749	ENSDARG00000045141
ENSDARG00000088475	ENSDARG00000074738
ENSDARG00000061541	ENSDARG00000062725
ENSDARG00000092031	ENSDARG00000004109
ENSDARG00000075141	ENSDARG00000077080
ENSDARG00000076129	ENSDARG00000075482
ENSDARG00000069806	ENSDARG00000059090
ENSDARG00000055920	ENSDARG00000038532
ENSDARG00000030408	ENSDARG00000037071
ENSDARG00000079740	ENSDARG00000031372
ENSDARG00000000972	ENSDARG00000051939
ENSDARG00000058004	ENSDARG00000054878
ENSDARG00000016448	ENSDARG00000092028
ENSDARG00000076171	ENSDARG00000094430
ENSDARG00000052702	ENSDARG00000052748
ENSDARG00000078199	ENSDARG00000062226
ENSDARG00000068576	ENSDARG00000033266
ENSDARG00000094862	ENSDARG00000033266
ENSDARG00000074151	ENSDARG00000075474
ENSDARG00000045955	ENSDARG00000016570
ENSDARG00000014722	ENSDARG00000008796
ENSDARG00000003523	ENSDARG00000054054
ENSDARG00000017665	ENSDARG00000070832
ENSDARG00000029051	ENSDARG00000074969
ENSDARG00000078241	ENSDARG00000054844
ENSDARG00000008946	ENSDARG00000040119
ENSDARG00000068659	ENSDARG00000094080
ENSDARG00000043663	ENSDARG00000014830
ENSDARG00000093215	ENSDARG00000091043
ENSDARG00000088475	ENSDARG00000078940
ENSDARG00000086129	ENSDARG00000060539
ENSDARG00000043587	ENSDARG00000039067
ENSDARG00000075152	ENSDARG00000040027
ENSDARG00000092786	ENSDARG00000095512
ENSDARG00000091481	ENSDARG00000055398
ENSDARG00000061587	ENSDARG00000060586
ENSDARG00000025013	ENSDARG00000035178
ENSDARG00000052376	ENSDARG00000091902
ENSDARG00000068125	ENSDARG00000021404
ENSDARG00000005947	ENSDARG00000013926
ENSDARG00000032849	ENSDARG00000010420
ENSDARG00000093739	ENSDARG00000089687
ENSDARG00000079770	ENSDARG00000071895
ENSDARG00000079770	ENSDARG00000071894
ENSDARG00000089562	ENSDARG00000088053
ENSDARG00000079770	ENSDARG00000071891
ENSDARG00000079770	ENSDARG00000071890
ENSDARG00000079770	ENSDARG00000071893
ENSDARG00000079770	ENSDARG00000071892
ENSDARG00000058178	ENSDARG00000055066
ENSDARG00000059993	ENSDARG00000063435
ENSDARG00000070052	ENSDARG00000089954
ENSDARG00000031678	ENSDARG00000024847
ENSDARG00000019693	ENSDARG00000022466
ENSDARG00000086512	ENSDARG00000044804
ENSDARG00000094504	ENSDARG00000030064
ENSDARG00000068918	ENSDARG00000006609
ENSDARG00000088711	ENSDARG00000038153
ENSDARG00000077656	ENSDARG00000077328
ENSDARG00000040632	ENSDARG00000038532
ENSDARG00000076845	ENSDARG00000037155
ENSDARG00000086969	ENSDARG00000095637
ENSDARG00000027657	ENSDARG00000093401
ENSDARG00000057649	ENSDARG00000062621
ENSDARG00000060149	ENSDARG00000045064
ENSDARG00000078941	ENSDARG00000075216
ENSDARG00000053075	ENSDARG00000056097
ENSDARG00000007387	ENSDARG00000040465
ENSDARG00000076426	ENSDARG00000062750
ENSDARG00000077539	ENSDARG00000078190
ENSDARG00000040274	ENSDARG00000018743
ENSDARG00000077893	ENSDARG00000077609
ENSDARG00000063088	ENSDARG00000079661
ENSDARG00000095114	ENSDARG00000091720
ENSDARG00000087854	ENSDARG00000094610
ENSDARG00000087765	ENSDARG00000008219
ENSDARG00000010231	ENSDARG00000057032
ENSDARG00000051737	ENSDARG00000078294
ENSDARG00000013177	ENSDARG00000036237
ENSDARG00000061173	ENSDARG00000044655
ENSDARG00000067683	ENSDARG00000012490
ENSDARG00000038624	ENSDARG00000078774
ENSDARG00000029501	ENSDARG00000015681
ENSDARG00000063604	ENSDARG00000079440
ENSDARG00000069249	ENSDARG00000071347
ENSDARG00000087707	ENSDARG00000091791
ENSDARG00000076995	ENSDARG00000059871
ENSDARG00000011740	ENSDARG00000012505
ENSDARG00000040299	ENSDARG00000014309
ENSDARG00000014179	ENSDARG00000060797
ENSDARG00000055835	ENSDARG00000054127
ENSDARG00000086559	ENSDARG00000043134
ENSDARG00000011975	ENSDARG00000088133
ENSDARG00000038306	ENSDARG00000034086
ENSDARG00000039173	ENSDARG00000007836
ENSDARG00000070254	ENSDARG00000089397
ENSDARG00000035508	ENSDARG00000019013
ENSDARG00000076529	ENSDARG00000079248
ENSDARG00000054562	ENSDARG00000032963
ENSDARG00000071863	ENSDARG00000053255
ENSDARG00000091790	ENSDARG00000027697
ENSDARG00000076129	ENSDARG00000093756
ENSDARG00000003523	ENSDARG00000053630
ENSDARG00000091990	ENSDARG00000033266
ENSDARG00000090182	ENSDARG00000087451
ENSDARG00000015931	ENSDARG00000076591
ENSDARG00000074999	ENSDARG00000040599
ENSDARG00000026109	ENSDARG00000026907
ENSDARG00000033566	ENSDARG00000053966
ENSDARG00000087939	ENSDARG00000092154
ENSDARG00000067889	ENSDARG00000054218
ENSDARG00000090513	ENSDARG00000091791
ENSDARG00000089289	ENSDARG00000088724
ENSDARG00000088866	ENSDARG00000013847
ENSDARG00000010630	ENSDARG00000026513
ENSDARG00000042368	ENSDARG00000015016
ENSDARG00000008095	ENSDARG00000056097
ENSDARG00000091059	ENSDARG00000040253
ENSDARG00000058939	ENSDARG00000078749
ENSDARG00000078245	ENSDARG00000062711
ENSDARG00000028098	ENSDARG00000016460
ENSDARG00000045253	ENSDARG00000094778
ENSDARG00000093357	ENSDARG00000079581
ENSDARG00000003776	ENSDARG00000063544
ENSDARG00000012600	ENSDARG00000016527
ENSDARG00000086281	ENSDARG00000040298
ENSDARG00000015502	ENSDARG00000053468
ENSDARG00000091458	ENSDARG00000002241
ENSDARG00000059399	ENSDARG00000075540
ENSDARG00000070883	ENSDARG00000010782
ENSDARG00000061916	ENSDARG00000068575
ENSDARG00000054542	ENSDARG00000033727
ENSDARG00000059535	ENSDARG00000078839
ENSDARG00000075504	ENSDARG00000056469
ENSDARG00000055160	ENSDARG00000075903
ENSDARG00000092994	ENSDARG00000086657
ENSDARG00000089289	ENSDARG00000087586
ENSDARG00000094763	ENSDARG00000071780
ENSDARG00000045834	ENSDARG00000056178
ENSDARG00000090299	ENSDARG00000088401
ENSDARG00000006408	ENSDARG00000056725
ENSDARG00000075745	ENSDARG00000008541
ENSDARG00000035823	ENSDARG00000057681
ENSDARG00000062610	ENSDARG00000089195
ENSDARG00000043953	ENSDARG00000078400
ENSDARG00000093027	ENSDARG00000078190
ENSDARG00000069888	ENSDARG00000009215
ENSDARG00000036840	ENSDARG00000023082
ENSDARG00000015355	ENSDARG00000079373
ENSDARG00000037425	ENSDARG00000025254
ENSDARG00000093944	ENSDARG00000086657
ENSDARG00000077093	ENSDARG00000018854
ENSDARG00000043951	ENSDARG00000037682
ENSDARG00000016543	ENSDARG00000069082
ENSDARG00000041435	ENSDARG00000093313
ENSDARG00000059567	ENSDARG00000079791
ENSDARG00000062610	ENSDARG00000079640
ENSDARG00000045632	ENSDARG00000061769
ENSDARG00000012603	ENSDARG00000053370
ENSDARG00000043396	ENSDARG00000009949
ENSDARG00000038639	ENSDARG00000004402
ENSDARG00000062854	ENSDARG00000078866
ENSDARG00000010008	ENSDARG00000044501
ENSDARG00000074899	ENSDARG00000079261
ENSDARG00000069485	ENSDARG00000052624
ENSDARG00000043514	ENSDARG00000039211
ENSDARG00000094072	ENSDARG00000043416
ENSDARG00000087002	ENSDARG00000092238
ENSDARG00000057995	ENSDARG00000076040
ENSDARG00000076129	ENSDARG00000095115
ENSDARG00000078875	ENSDARG00000045708
ENSDARG00000087707	ENSDARG00000025658
ENSDARG00000087288	ENSDARG00000091720
ENSDARG00000068660	ENSDARG00000025658
ENSDARG00000058842	ENSDARG00000043246
ENSDARG00000035273	ENSDARG00000045753
ENSDARG00000039801	ENSDARG00000078774
ENSDARG00000062828	ENSDARG00000086847
ENSDARG00000040306	ENSDARG00000075159
ENSDARG00000053246	ENSDARG00000055043
ENSDARG00000092552	ENSDARG00000075676
ENSDARG00000030844	ENSDARG00000013794
ENSDARG00000003061	ENSDARG00000079155
ENSDARG00000074023	ENSDARG00000057768
ENSDARG00000043697	ENSDARG00000021351
ENSDARG00000091728	ENSDARG00000087694
ENSDARG00000059535	ENSDARG00000080015
ENSDARG00000042937	ENSDARG00000020735
ENSDARG00000074999	ENSDARG00000040601
ENSDARG00000042049	ENSDARG00000013351
ENSDARG00000076693	ENSDARG00000008219
ENSDARG00000030752	ENSDARG00000052429
ENSDARG00000005645	ENSDARG00000069522
ENSDARG00000035868	ENSDARG00000038445
ENSDARG00000075251	ENSDARG00000074131
ENSDARG00000078898	ENSDARG00000060610
ENSDARG00000091172	ENSDARG00000004598
ENSDARG00000035868	ENSDARG00000086693
ENSDARG00000018206	ENSDARG00000043361
ENSDARG00000039547	ENSDARG00000078724
ENSDARG00000076592	ENSDARG00000073792
ENSDARG00000061143	ENSDARG00000073999
ENSDARG00000051778	ENSDARG00000094610
