GeneID	TranscriptID	Number_sense_sites	Number_antisense_sites
ENSDARG00000015575	ENSDART00000136174	3	2	
ENSDARG00000015575	ENSDART00000128450	3	7	
ENSDARG00000058746	ENSDART00000081676	51	52	
ENSDARG00000058746	ENSDART00000148898	32	52	
ENSDARG00000058740	ENSDART00000151434	2	2	
ENSDARG00000058740	ENSDART00000151204	12	12	
ENSDARG00000058740	ENSDART00000081666	9	29	
ENSDARG00000015572	ENSDART00000073740	1	1	
ENSDARG00000017595	ENSDART00000126219	2	0	
ENSDARG00000017595	ENSDART00000126712	13	15	
ENSDARG00000017590	ENSDART00000132586	1	0	
ENSDARG00000017591	ENSDART00000131333	1	0	
ENSDARG00000017591	ENSDART00000145068	75	61	
ENSDARG00000017591	ENSDART00000103262	0	3	
ENSDARG00000040615	ENSDART00000099185	1	0	
ENSDARG00000040615	ENSDART00000124567	52	16	
ENSDARG00000040614	ENSDART00000059453	27	19	
ENSDARG00000040614	ENSDART00000139283	3	4	
ENSDARG00000040614	ENSDART00000130505	1	0	
ENSDARG00000040614	ENSDART00000135365	2	1	
ENSDARG00000040614	ENSDART00000139775	2	3	
ENSDARG00000074922	ENSDART00000123106	40	43	
ENSDARG00000074922	ENSDART00000125094	27	30	
ENSDARG00000074923	ENSDART00000130360	19	10	
ENSDARG00000074923	ENSDART00000110209	13	18	
ENSDARG00000014480	ENSDART00000011096	2	0	
ENSDARG00000016889	ENSDART00000018071	3	6	
ENSDARG00000016886	ENSDART00000126160	51	60	
ENSDARG00000016886	ENSDART00000024822	3	0	
ENSDARG00000061525	ENSDART00000142745	2	1	
ENSDARG00000061525	ENSDART00000135796	4	17	
ENSDARG00000061525	ENSDART00000136177	8	8	
ENSDARG00000061527	ENSDART00000146344	2	4	
ENSDARG00000061527	ENSDART00000144076	5	2	
ENSDARG00000061527	ENSDART00000143943	4	2	
ENSDARG00000015686	ENSDART00000139467	1	3	
ENSDARG00000015686	ENSDART00000019705	69	63	
ENSDARG00000015681	ENSDART00000024935	11	27	
ENSDARG00000015681	ENSDART00000138335	0	1	
ENSDARG00000015681	ENSDART00000131997	9	13	
ENSDARG00000042929	ENSDART00000134705	10	4	
ENSDARG00000042929	ENSDART00000126248	3	0	
ENSDARG00000042920	ENSDART00000141249	5	2	
ENSDARG00000042920	ENSDART00000105755	2	0	
ENSDARG00000042927	ENSDART00000146811	1	0	
ENSDARG00000042927	ENSDART00000142783	20	4	
ENSDARG00000042927	ENSDART00000063010	1	0	
ENSDARG00000071086	ENSDART00000151714	16	9	
ENSDARG00000071084	ENSDART00000151661	45	19	
ENSDARG00000071085	ENSDART00000145595	1	1	
ENSDARG00000071085	ENSDART00000104886	29	28	
ENSDARG00000077364	ENSDART00000139973	0	4	
ENSDARG00000077364	ENSDART00000112550	44	56	
ENSDARG00000077367	ENSDART00000114432	85	155	
ENSDARG00000077369	ENSDART00000132999	1	2	
ENSDARG00000077369	ENSDART00000138721	12	17	
ENSDARG00000077368	ENSDART00000144819	2	0	
ENSDARG00000077368	ENSDART00000060345	6	2	
ENSDARG00000090116	ENSDART00000113444	11	14	
ENSDARG00000090116	ENSDART00000151912	4	4	
ENSDARG00000045242	ENSDART00000150060	2	1	
ENSDARG00000017864	ENSDART00000064709	106	63	
ENSDARG00000025504	ENSDART00000126196	37	16	
ENSDARG00000025504	ENSDART00000099916	2	0	
ENSDARG00000025505	ENSDART00000060333	14	7	
ENSDARG00000078481	ENSDART00000152998	1	2	
ENSDARG00000078481	ENSDART00000112352	3	3	
ENSDARG00000078485	ENSDART00000138746	2	6	
ENSDARG00000078485	ENSDART00000109012	25	59	
ENSDARG00000012330	ENSDART00000137168	13	19	
ENSDARG00000012336	ENSDART00000126907	26	19	
ENSDARG00000012336	ENSDART00000146626	0	1	
ENSDARG00000012336	ENSDART00000102067	4	4	
ENSDARG00000012338	ENSDART00000054934	9	8	
ENSDARG00000039534	ENSDART00000123149	10	6	
ENSDARG00000039534	ENSDART00000057761	4	3	
ENSDARG00000079102	ENSDART00000139549	1	0	
ENSDARG00000094343	ENSDART00000133652	10	8	
ENSDARG00000094343	ENSDART00000144785	26	23	
ENSDARG00000094344	ENSDART00000110453	9	12	
ENSDARG00000046127	ENSDART00000149072	1	0	
ENSDARG00000046127	ENSDART00000149186	6	1	
ENSDARG00000046127	ENSDART00000148967	5	11	
ENSDARG00000046127	ENSDART00000148583	15	7	
ENSDARG00000046124	ENSDART00000124549	79	151	
ENSDARG00000046124	ENSDART00000067809	7	1	
ENSDARG00000079280	ENSDART00000139004	17	8	
ENSDARG00000079280	ENSDART00000149786	3	1	
ENSDARG00000079280	ENSDART00000133870	16	15	
ENSDARG00000079280	ENSDART00000150043	10	3	
ENSDARG00000016490	ENSDART00000136836	5	8	
ENSDARG00000016490	ENSDART00000010764	246	316	
ENSDARG00000016494	ENSDART00000028108	167	126	
ENSDARG00000016494	ENSDART00000145527	4	5	
ENSDARG00000079753	ENSDART00000111537	73	93	
ENSDARG00000079751	ENSDART00000110951	122	74	
ENSDARG00000079751	ENSDART00000142056	129	104	
ENSDARG00000053804	ENSDART00000142661	3	7	
ENSDARG00000053804	ENSDART00000053614	148	120	
ENSDARG00000053805	ENSDART00000075889	3	6	
ENSDARG00000053802	ENSDART00000135565	9	10	
ENSDARG00000053802	ENSDART00000075904	1	0	
ENSDARG00000041363	ENSDART00000131702	9	14	
ENSDARG00000041363	ENSDART00000134981	2	4	
ENSDARG00000041363	ENSDART00000060635	1	2	
ENSDARG00000038242	ENSDART00000055766	14	8	
ENSDARG00000038242	ENSDART00000130029	8	0	
ENSDARG00000038242	ENSDART00000145539	1	0	
ENSDARG00000038242	ENSDART00000145277	2	2	
ENSDARG00000078904	ENSDART00000115117	20	32	
ENSDARG00000078904	ENSDART00000114343	16	9	
ENSDARG00000078902	ENSDART00000147566	42	11	
ENSDARG00000078902	ENSDART00000087115	48	28	
ENSDARG00000021997	ENSDART00000036373	23	19	
ENSDARG00000021997	ENSDART00000081549	1	1	
ENSDARG00000078908	ENSDART00000145789	29	41	
ENSDARG00000023168	ENSDART00000028705	2	2	
ENSDARG00000023168	ENSDART00000137990	14	13	
ENSDARG00000052045	ENSDART00000134452	17	15	
ENSDARG00000052046	ENSDART00000150895	12	20	
ENSDARG00000056979	ENSDART00000054807	17	38	
ENSDARG00000056979	ENSDART00000079556	4	8	
ENSDARG00000056978	ENSDART00000079558	91	57	
ENSDARG00000056978	ENSDART00000109906	3	9	
ENSDARG00000039116	ENSDART00000148131	1	9	
ENSDARG00000039117	ENSDART00000057124	48	33	
ENSDARG00000039117	ENSDART00000057125	4	7	
ENSDARG00000003414	ENSDART00000133190	6	1	
ENSDARG00000026070	ENSDART00000147886	84	60	
ENSDARG00000026070	ENSDART00000134714	6	9	
ENSDARG00000061647	ENSDART00000093094	12	23	
ENSDARG00000061647	ENSDART00000088178	0	1	
ENSDARG00000061647	ENSDART00000088159	52	46	
ENSDARG00000053395	ENSDART00000151335	1	0	
ENSDARG00000053395	ENSDART00000075438	5	3	
ENSDARG00000053395	ENSDART00000151029	9	7	
ENSDARG00000006079	ENSDART00000149712	18	24	
ENSDARG00000053021	ENSDART00000149868	4	5	
ENSDARG00000053021	ENSDART00000149549	1	0	
ENSDARG00000053022	ENSDART00000145900	40	25	
ENSDARG00000053022	ENSDART00000074984	1	0	
ENSDARG00000006074	ENSDART00000138968	0	7	
ENSDARG00000006074	ENSDART00000002186	108	88	
ENSDARG00000057736	ENSDART00000126041	23	12	
ENSDARG00000057736	ENSDART00000104168	1	0	
ENSDARG00000057737	ENSDART00000138152	5	5	
ENSDARG00000057737	ENSDART00000141380	3	11	
ENSDARG00000057737	ENSDART00000124173	110	111	
ENSDARG00000057737	ENSDART00000080481	2	4	
ENSDARG00000035918	ENSDART00000147504	1	3	
ENSDARG00000035913	ENSDART00000137884	1	0	
ENSDARG00000035913	ENSDART00000135484	0	1	
ENSDARG00000035913	ENSDART00000052126	4	5	
ENSDARG00000035914	ENSDART00000138099	1	0	
ENSDARG00000035914	ENSDART00000148293	1	0	
ENSDARG00000035914	ENSDART00000089965	5	2	
ENSDARG00000090814	ENSDART00000126477	4	8	
ENSDARG00000060065	ENSDART00000136234	3	1	
ENSDARG00000060065	ENSDART00000137104	3	1	
ENSDARG00000060062	ENSDART00000103572	1	1	
ENSDARG00000060069	ENSDART00000084278	47	45	
ENSDARG00000060069	ENSDART00000123875	31	44	
ENSDARG00000068274	ENSDART00000128495	8	3	
ENSDARG00000068274	ENSDART00000098671	6	5	
ENSDARG00000024325	ENSDART00000148501	1	0	
ENSDARG00000024325	ENSDART00000149787	47	47	
ENSDARG00000024325	ENSDART00000149500	3	1	
ENSDARG00000024324	ENSDART00000036461	124	142	
ENSDARG00000024324	ENSDART00000131313	7	8	
ENSDARG00000068279	ENSDART00000098684	56	63	
ENSDARG00000068279	ENSDART00000141368	3	1	
ENSDARG00000005033	ENSDART00000126674	20	22	
ENSDARG00000005034	ENSDART00000140882	17	22	
ENSDARG00000005034	ENSDART00000003192	6	2	
ENSDARG00000052819	ENSDART00000146874	1	1	
ENSDARG00000052819	ENSDART00000074747	2	4	
ENSDARG00000052816	ENSDART00000074737	13	12	
ENSDARG00000052815	ENSDART00000074740	25	31	
ENSDARG00000052815	ENSDART00000145476	3	2	
ENSDARG00000007885	ENSDART00000131283	2	2	
ENSDARG00000007885	ENSDART00000020946	26	46	
ENSDARG00000007885	ENSDART00000142483	2	0	
ENSDARG00000037402	ENSDART00000138680	10	4	
ENSDARG00000037402	ENSDART00000134321	1	1	
ENSDARG00000037403	ENSDART00000152740	10	10	
ENSDARG00000037403	ENSDART00000152707	5	9	
ENSDARG00000037403	ENSDART00000043743	89	61	
ENSDARG00000037409	ENSDART00000054440	77	42	
ENSDARG00000037409	ENSDART00000145053	8	2	
ENSDARG00000069590	ENSDART00000139825	5	9	
ENSDARG00000069590	ENSDART00000140886	5	6	
ENSDARG00000062361	ENSDART00000139850	3	8	
ENSDARG00000062361	ENSDART00000147816	0	1	
ENSDARG00000062361	ENSDART00000139332	1	2	
ENSDARG00000062361	ENSDART00000145973	15	4	
ENSDARG00000063089	ENSDART00000140455	1	2	
ENSDARG00000063089	ENSDART00000091899	136	59	
ENSDARG00000063089	ENSDART00000144533	9	9	
ENSDARG00000039966	ENSDART00000105418	13	16	
ENSDARG00000039966	ENSDART00000105417	65	73	
ENSDARG00000039966	ENSDART00000133947	5	15	
ENSDARG00000060682	ENSDART00000085763	18	20	
ENSDARG00000060682	ENSDART00000139019	0	1	
ENSDARG00000027676	ENSDART00000147267	1	5	
ENSDARG00000027676	ENSDART00000028842	29	34	
ENSDARG00000060687	ENSDART00000127730	93	87	
ENSDARG00000060687	ENSDART00000136434	3	3	
ENSDARG00000062686	ENSDART00000090855	56	53	
ENSDARG00000062686	ENSDART00000147902	2	0	
ENSDARG00000062687	ENSDART00000151288	8	8	
ENSDARG00000062687	ENSDART00000090874	6	6	
ENSDARG00000087467	ENSDART00000128124	38	60	
ENSDARG00000087467	ENSDART00000121523	10	8	
ENSDARG00000062688	ENSDART00000090883	106	85	
ENSDARG00000062688	ENSDART00000144891	9	1	
ENSDARG00000062688	ENSDART00000151818	1	1	
ENSDARG00000057365	ENSDART00000142114	2	0	
ENSDARG00000057365	ENSDART00000140620	1	4	
ENSDARG00000057365	ENSDART00000137005	5	8	
ENSDARG00000004343	ENSDART00000148439	2	1	
ENSDARG00000004343	ENSDART00000149988	3	3	
ENSDARG00000004343	ENSDART00000148877	13	8	
ENSDARG00000004342	ENSDART00000148800	9	2	
ENSDARG00000004342	ENSDART00000023116	52	69	
ENSDARG00000004342	ENSDART00000150217	3	5	
ENSDARG00000004342	ENSDART00000148573	11	11	
ENSDARG00000086593	ENSDART00000123734	36	37	
ENSDARG00000086593	ENSDART00000137223	1	0	
ENSDARG00000086591	ENSDART00000152735	23	27	
ENSDARG00000086591	ENSDART00000124306	11	5	
ENSDARG00000062359	ENSDART00000149784	0	3	
ENSDARG00000062359	ENSDART00000149017	9	11	
ENSDARG00000062357	ENSDART00000112735	2	0	
ENSDARG00000062357	ENSDART00000136672	35	29	
ENSDARG00000062355	ENSDART00000090069	112	78	
ENSDARG00000062352	ENSDART00000090081	3	4	
ENSDARG00000062352	ENSDART00000140732	4	3	
ENSDARG00000036430	ENSDART00000052922	39	13	
ENSDARG00000036430	ENSDART00000133692	6	21	
ENSDARG00000001835	ENSDART00000048469	17	18	
ENSDARG00000001835	ENSDART00000145204	6	8	
ENSDARG00000036438	ENSDART00000052930	59	51	
ENSDARG00000036438	ENSDART00000146218	17	18	
ENSDARG00000060594	ENSDART00000128879	2	5	
ENSDARG00000060594	ENSDART00000076009	119	86	
ENSDARG00000086331	ENSDART00000147995	12	6	
ENSDARG00000086331	ENSDART00000127758	119	97	
ENSDARG00000086337	ENSDART00000147404	11	19	
ENSDARG00000038768	ENSDART00000056618	22	21	
ENSDARG00000038768	ENSDART00000109544	44	29	
ENSDARG00000042492	ENSDART00000062311	4	5	
ENSDARG00000042492	ENSDART00000124166	235	201	
ENSDARG00000030177	ENSDART00000039760	1	0	
ENSDARG00000030177	ENSDART00000104322	0	5	
ENSDARG00000030177	ENSDART00000142831	4	4	
ENSDARG00000030176	ENSDART00000139365	21	32	
ENSDARG00000030176	ENSDART00000048050	42	18	
ENSDARG00000030176	ENSDART00000134038	8	13	
ENSDARG00000030176	ENSDART00000145186	4	4	
ENSDARG00000030176	ENSDART00000138802	1	0	
ENSDARG00000059897	ENSDART00000140574	13	7	
ENSDARG00000059897	ENSDART00000140277	30	14	
ENSDARG00000059897	ENSDART00000131732	143	162	
ENSDARG00000059897	ENSDART00000083790	2	3	
ENSDARG00000011999	ENSDART00000131707	5	4	
ENSDARG00000011999	ENSDART00000136627	3	3	
ENSDARG00000031809	ENSDART00000127556	53	51	
ENSDARG00000077615	ENSDART00000112368	112	168	
ENSDARG00000077614	ENSDART00000141057	3	0	
ENSDARG00000038716	ENSDART00000056540	5	4	
ENSDARG00000026086	ENSDART00000147717	5	10	
ENSDARG00000026086	ENSDART00000134584	9	1	
ENSDARG00000094102	ENSDART00000132620	1	0	
ENSDARG00000094102	ENSDART00000152468	4	9	
ENSDARG00000094102	ENSDART00000152783	15	14	
ENSDARG00000026084	ENSDART00000150944	11	0	
ENSDARG00000026084	ENSDART00000038777	59	34	
ENSDARG00000094101	ENSDART00000131318	35	42	
ENSDARG00000094101	ENSDART00000150394	76	92	
ENSDARG00000009933	ENSDART00000009438	182	151	
ENSDARG00000009933	ENSDART00000149578	6	7	
ENSDARG00000009939	ENSDART00000132756	2	2	
ENSDARG00000009939	ENSDART00000141668	7	5	
ENSDARG00000002589	ENSDART00000003847	10	11	
ENSDARG00000002589	ENSDART00000135036	1	4	
ENSDARG00000091558	ENSDART00000142714	1	0	
ENSDARG00000075612	ENSDART00000134809	6	2	
ENSDARG00000075612	ENSDART00000112380	22	19	
ENSDARG00000075614	ENSDART00000115270	2	0	
ENSDARG00000075614	ENSDART00000147858	4	1	
ENSDARG00000045677	ENSDART00000067160	42	33	
ENSDARG00000045675	ENSDART00000102006	2	0	
ENSDARG00000045675	ENSDART00000132971	4	0	
ENSDARG00000045675	ENSDART00000134783	7	2	
ENSDARG00000010601	ENSDART00000127131	3	2	
ENSDARG00000010601	ENSDART00000085716	16	7	
ENSDARG00000009209	ENSDART00000026195	102	105	
ENSDARG00000009209	ENSDART00000145599	1	5	
ENSDARG00000079618	ENSDART00000144592	8	8	
ENSDARG00000079618	ENSDART00000089961	10	10	
ENSDARG00000079618	ENSDART00000145959	35	58	
ENSDARG00000079616	ENSDART00000148363	30	44	
ENSDARG00000079616	ENSDART00000113630	43	38	
ENSDARG00000079614	ENSDART00000137134	43	40	
ENSDARG00000079613	ENSDART00000109276	47	29	
ENSDARG00000079610	ENSDART00000149808	2	3	
ENSDARG00000079610	ENSDART00000110495	470	220	
ENSDARG00000093959	ENSDART00000131930	12	11	
ENSDARG00000093950	ENSDART00000132448	10	12	
ENSDARG00000093952	ENSDART00000132805	117	98	
ENSDARG00000093952	ENSDART00000104410	6	7	
ENSDARG00000093954	ENSDART00000141145	23	15	
ENSDARG00000092391	ENSDART00000142309	11	6	
ENSDARG00000092391	ENSDART00000142153	12	2	
ENSDARG00000092393	ENSDART00000151498	2	1	
ENSDARG00000092394	ENSDART00000142721	99	117	
ENSDARG00000092394	ENSDART00000153308	3	7	
ENSDARG00000093451	ENSDART00000144483	1	4	
ENSDARG00000093451	ENSDART00000133916	2	0	
ENSDARG00000087855	ENSDART00000126415	15	13	
ENSDARG00000087855	ENSDART00000146295	19	16	
ENSDARG00000041779	ENSDART00000109681	4	3	
ENSDARG00000041779	ENSDART00000131119	11	3	
ENSDARG00000041779	ENSDART00000101041	15	30	
ENSDARG00000041779	ENSDART00000143680	9	7	
ENSDARG00000041779	ENSDART00000153203	2	5	
ENSDARG00000041776	ENSDART00000146084	52	62	
ENSDARG00000019239	ENSDART00000127623	4	4	
ENSDARG00000019239	ENSDART00000143477	8	4	
ENSDARG00000019236	ENSDART00000131798	4	0	
ENSDARG00000019236	ENSDART00000141815	11	6	
ENSDARG00000019236	ENSDART00000133442	2	5	
ENSDARG00000019236	ENSDART00000047050	4	1	
ENSDARG00000019236	ENSDART00000127479	5	8	
ENSDARG00000019236	ENSDART00000147521	10	13	
ENSDARG00000019233	ENSDART00000123818	13	4	
ENSDARG00000019233	ENSDART00000003839	2	3	
ENSDARG00000019231	ENSDART00000140267	1	0	
ENSDARG00000019231	ENSDART00000132524	11	2	
ENSDARG00000019231	ENSDART00000140667	10	4	
ENSDARG00000019230	ENSDART00000004238	13	20	
ENSDARG00000019230	ENSDART00000132525	9	8	
ENSDARG00000019230	ENSDART00000137988	5	9	
ENSDARG00000019230	ENSDART00000137409	2	2	
ENSDARG00000012513	ENSDART00000136496	1	2	
ENSDARG00000012513	ENSDART00000020810	43	68	
ENSDARG00000012519	ENSDART00000138323	13	10	
ENSDARG00000012519	ENSDART00000132536	14	9	
ENSDARG00000096676	ENSDART00000153228	14	9	
ENSDARG00000096676	ENSDART00000153316	54	47	
ENSDARG00000059466	ENSDART00000143199	14	9	
ENSDARG00000059466	ENSDART00000082688	2	5	
ENSDARG00000093048	ENSDART00000134404	7	1	
ENSDARG00000093048	ENSDART00000136492	2	0	
ENSDARG00000093048	ENSDART00000138799	2	0	
ENSDARG00000093049	ENSDART00000135762	5	12	
ENSDARG00000093040	ENSDART00000146731	11	8	
ENSDARG00000093041	ENSDART00000132409	1	0	
ENSDARG00000093041	ENSDART00000150289	12	12	
ENSDARG00000061486	ENSDART00000087708	14	13	
ENSDARG00000061486	ENSDART00000135878	143	108	
ENSDARG00000090638	ENSDART00000131532	3	3	
ENSDARG00000090638	ENSDART00000129381	0	3	
ENSDARG00000077648	ENSDART00000138276	8	7	
ENSDARG00000077648	ENSDART00000112490	13	18	
ENSDARG00000090634	ENSDART00000141880	17	9	
ENSDARG00000090635	ENSDART00000133364	10	3	
ENSDARG00000059282	ENSDART00000105478	3	1	
ENSDARG00000059280	ENSDART00000146131	28	20	
ENSDARG00000059280	ENSDART00000138730	10	6	
ENSDARG00000025212	ENSDART00000102902	0	1	
ENSDARG00000025212	ENSDART00000144333	4	6	
ENSDARG00000025212	ENSDART00000139662	1	0	
ENSDARG00000058835	ENSDART00000081781	49	47	
ENSDARG00000058835	ENSDART00000131697	74	83	
ENSDARG00000057531	ENSDART00000152737	3	5	
ENSDARG00000090097	ENSDART00000143817	7	6	
ENSDARG00000090097	ENSDART00000127264	47	45	
ENSDARG00000090091	ENSDART00000124589	110	148	
ENSDARG00000013397	ENSDART00000148507	2	9	
ENSDARG00000013397	ENSDART00000082578	1	0	
ENSDARG00000013397	ENSDART00000148914	27	22	
ENSDARG00000091949	ENSDART00000144934	6	4	
ENSDARG00000091948	ENSDART00000131900	34	22	
ENSDARG00000091948	ENSDART00000142703	23	20	
ENSDARG00000091941	ENSDART00000136548	0	2	
ENSDARG00000091941	ENSDART00000143108	7	2	
ENSDARG00000091943	ENSDART00000148109	2	6	
ENSDARG00000011723	ENSDART00000146176	5	11	
ENSDARG00000011723	ENSDART00000020367	55	72	
ENSDARG00000057284	ENSDART00000147989	25	14	
ENSDARG00000011727	ENSDART00000127279	7	10	
ENSDARG00000011727	ENSDART00000145303	0	3	
ENSDARG00000011727	ENSDART00000015393	14	27	
ENSDARG00000011727	ENSDART00000148247	1	0	
ENSDARG00000011890	ENSDART00000105873	3	0	
ENSDARG00000011890	ENSDART00000126053	1	1	
ENSDARG00000094734	ENSDART00000135948	7	4	
ENSDARG00000094734	ENSDART00000135195	0	1	
ENSDARG00000094734	ENSDART00000138771	13	12	
ENSDARG00000094734	ENSDART00000135081	4	10	
ENSDARG00000078366	ENSDART00000141086	12	4	
ENSDARG00000078366	ENSDART00000111030	0	1	
ENSDARG00000078368	ENSDART00000146150	0	4	
ENSDARG00000078368	ENSDART00000110350	19	40	
ENSDARG00000020798	ENSDART00000151735	6	0	
ENSDARG00000020798	ENSDART00000028048	32	26	
ENSDARG00000020794	ENSDART00000018150	13	8	
ENSDARG00000020794	ENSDART00000111135	1	1	
ENSDARG00000020795	ENSDART00000122905	10	4	
ENSDARG00000008447	ENSDART00000024576	11	20	
ENSDARG00000025314	ENSDART00000105466	0	10	
ENSDARG00000025314	ENSDART00000131841	3	5	
ENSDARG00000028148	ENSDART00000076998	19	4	
ENSDARG00000028148	ENSDART00000076992	0	1	
ENSDARG00000028148	ENSDART00000132004	8	29	
ENSDARG00000028148	ENSDART00000132064	3	1	
ENSDARG00000063247	ENSDART00000152677	12	15	
ENSDARG00000026654	ENSDART00000135677	1	0	
ENSDARG00000026654	ENSDART00000100746	12	5	
ENSDARG00000026654	ENSDART00000139689	1	2	
ENSDARG00000034207	ENSDART00000151278	16	18	
ENSDARG00000054160	ENSDART00000109020	2	3	
ENSDARG00000054160	ENSDART00000141329	13	9	
ENSDARG00000062510	ENSDART00000090487	0	1	
ENSDARG00000062510	ENSDART00000144894	127	175	
ENSDARG00000062510	ENSDART00000123745	14	23	
ENSDARG00000062114	ENSDART00000089425	48	73	
ENSDARG00000037094	ENSDART00000024676	75	45	
ENSDARG00000037094	ENSDART00000148594	3	2	
ENSDARG00000062111	ENSDART00000089417	8	1	
ENSDARG00000062111	ENSDART00000115222	8	6	
ENSDARG00000037091	ENSDART00000017122	52	24	
ENSDARG00000037091	ENSDART00000146361	3	5	
ENSDARG00000062113	ENSDART00000134364	4	3	
ENSDARG00000038166	ENSDART00000131539	6	5	
ENSDARG00000038166	ENSDART00000073511	79	81	
ENSDARG00000019179	ENSDART00000147903	10	10	
ENSDARG00000002771	ENSDART00000138140	1	0	
ENSDARG00000002771	ENSDART00000042002	63	73	
ENSDARG00000054046	ENSDART00000114151	2	1	
ENSDARG00000054046	ENSDART00000076180	4	3	
ENSDARG00000004771	ENSDART00000148302	0	3	
ENSDARG00000004771	ENSDART00000138056	10	9	
ENSDARG00000004771	ENSDART00000102562	20	16	
ENSDARG00000004771	ENSDART00000144712	3	10	
ENSDARG00000067608	ENSDART00000146879	3	1	
ENSDARG00000027887	ENSDART00000074728	2	0	
ENSDARG00000027887	ENSDART00000074738	9	4	
ENSDARG00000027887	ENSDART00000042588	5	3	
ENSDARG00000027887	ENSDART00000132458	9	2	
ENSDARG00000027887	ENSDART00000140473	10	12	
ENSDARG00000033899	ENSDART00000151112	0	1	
ENSDARG00000008192	ENSDART00000143508	7	4	
ENSDARG00000008192	ENSDART00000127583	12	18	
ENSDARG00000008192	ENSDART00000135814	7	12	
ENSDARG00000052232	ENSDART00000139931	17	26	
ENSDARG00000007517	ENSDART00000133697	14	23	
ENSDARG00000007517	ENSDART00000131760	2	10	
ENSDARG00000003209	ENSDART00000127823	56	75	
ENSDARG00000003209	ENSDART00000024625	40	41	
ENSDARG00000003208	ENSDART00000122695	97	97	
ENSDARG00000003208	ENSDART00000006257	5	2	
ENSDARG00000003203	ENSDART00000053521	90	56	
ENSDARG00000003203	ENSDART00000149046	1	1	
ENSDARG00000003207	ENSDART00000151541	2	0	
ENSDARG00000003207	ENSDART00000151574	2	0	
ENSDARG00000003207	ENSDART00000006338	13	32	
ENSDARG00000003206	ENSDART00000143933	3	6	
ENSDARG00000003206	ENSDART00000123925	4	1	
ENSDARG00000003206	ENSDART00000140977	4	5	
ENSDARG00000073800	ENSDART00000109846	12	7	
ENSDARG00000073800	ENSDART00000124985	128	187	
ENSDARG00000073801	ENSDART00000145429	23	17	
ENSDARG00000073801	ENSDART00000110393	2	2	
ENSDARG00000073805	ENSDART00000141878	9	12	
ENSDARG00000073805	ENSDART00000139214	16	11	
ENSDARG00000073808	ENSDART00000141831	18	19	
ENSDARG00000095660	ENSDART00000050619	135	133	
ENSDARG00000091561	ENSDART00000129216	1	0	
ENSDARG00000091561	ENSDART00000150428	17	16	
ENSDARG00000060184	ENSDART00000084512	4	1	
ENSDARG00000060184	ENSDART00000132555	44	18	
ENSDARG00000060187	ENSDART00000101410	12	24	
ENSDARG00000060187	ENSDART00000141756	2	1	
ENSDARG00000060181	ENSDART00000127944	21	8	
ENSDARG00000005916	ENSDART00000151314	2	1	
ENSDARG00000005915	ENSDART00000150122	2	4	
ENSDARG00000005915	ENSDART00000078298	16	14	
ENSDARG00000005915	ENSDART00000149884	25	22	
ENSDARG00000005915	ENSDART00000020529	16	12	
ENSDARG00000029374	ENSDART00000134384	32	23	
ENSDARG00000029374	ENSDART00000105614	10	30	
ENSDARG00000062967	ENSDART00000146472	22	37	
ENSDARG00000036251	ENSDART00000085619	2	1	
ENSDARG00000036251	ENSDART00000104385	10	19	
ENSDARG00000036257	ENSDART00000052666	3	2	
ENSDARG00000036257	ENSDART00000137384	8	2	
ENSDARG00000036257	ENSDART00000113489	4	2	
ENSDARG00000060236	ENSDART00000135369	27	25	
ENSDARG00000060235	ENSDART00000150226	27	19	
ENSDARG00000038956	ENSDART00000131223	17	19	
ENSDARG00000038955	ENSDART00000134909	37	31	
ENSDARG00000038954	ENSDART00000056865	8	13	
ENSDARG00000038954	ENSDART00000103841	4	2	
ENSDARG00000070571	ENSDART00000145217	3	4	
ENSDARG00000070571	ENSDART00000087740	65	135	
ENSDARG00000070573	ENSDART00000103746	80	79	
ENSDARG00000070573	ENSDART00000134342	1	3	
ENSDARG00000070575	ENSDART00000122299	165	154	
ENSDARG00000070575	ENSDART00000103750	8	4	
ENSDARG00000070579	ENSDART00000103785	37	39	
ENSDARG00000070579	ENSDART00000152555	2	3	
ENSDARG00000068400	ENSDART00000098912	70	52	
ENSDARG00000068400	ENSDART00000098913	9	0	
ENSDARG00000068404	ENSDART00000135444	10	10	
ENSDARG00000068404	ENSDART00000078053	49	34	
ENSDARG00000068404	ENSDART00000132577	4	4	
ENSDARG00000068406	ENSDART00000098922	124	149	
ENSDARG00000068406	ENSDART00000132230	7	1	
ENSDARG00000068407	ENSDART00000078064	8	19	
ENSDARG00000068407	ENSDART00000126421	1	1	
ENSDARG00000068409	ENSDART00000098925	49	56	
ENSDARG00000068409	ENSDART00000142310	2	7	
ENSDARG00000015254	ENSDART00000146989	0	3	
ENSDARG00000015254	ENSDART00000015891	84	63	
ENSDARG00000015252	ENSDART00000146423	8	9	
ENSDARG00000015252	ENSDART00000123137	65	96	
ENSDARG00000015252	ENSDART00000134951	0	1	
ENSDARG00000015252	ENSDART00000141188	2	1	
ENSDARG00000032963	ENSDART00000044080	7	0	
ENSDARG00000000241	ENSDART00000128567	1	0	
ENSDARG00000000241	ENSDART00000000250	108	145	
ENSDARG00000034497	ENSDART00000109520	6	18	
ENSDARG00000033610	ENSDART00000041382	25	19	
ENSDARG00000033610	ENSDART00000126305	1	3	
ENSDARG00000033614	ENSDART00000133231	3	3	
